Gene,p value Black,mutation rates
ANO4,0.0013067179022002,0.173913043478261
CR1,0.0013067179022002,0.173913043478261
PTPN21,0.0025444101323098,0.173913043478261
ADAM29,0.0279986430441513,0.130434782608696
ATP8A2,0.0424620829942933,0.130434782608696
BCAS3,0.0424620829942933,0.130434782608696
CASC1,0.0092897465063802,0.130434782608696
CPLX3,7.08619525234701e-08,0.130434782608696
CS,7.08619525234701e-08,0.130434782608696
IRX5,0.0016700278913775,0.130434782608696
ITGA2B,0.0424620829942933,0.130434782608696
KIAA1324,0.017021037778676,0.130434782608696
NLRP6,7.89921064785676e-05,0.130434782608696
NRP1,0.0279986430441513,0.130434782608696
NSMCE1,7.89921064785676e-05,0.130434782608696
PI4KB,0.0424620829942933,0.130434782608696
POLR3H,0.0092897465063802,0.130434782608696
SLC1A2,0.0004660911527024,0.130434782608696
SLC35F3,7.89921064785676e-05,0.130434782608696
SMU1,7.89921064785676e-05,0.130434782608696
SPECC1L,0.0092897465063802,0.130434782608696
TBL1X,5.61592164577783e-06,0.130434782608696
TSHZ3,0.0424620829942933,0.130434782608696
UBN2,0.017021037778676,0.130434782608696
ZMYM1,0.017021037778676,0.130434782608696
AADACL3,0.0120450111572249,0.0869565217391304
ANXA7,0.0332097174045583,0.0869565217391304
ASPHD1,0.0120450111572249,0.0869565217391304
AVPR1A,8.97464767341173e-05,0.0869565217391304
BIRC7,0.0120450111572249,0.0869565217391304
BRI3BP,0.0332097174045583,0.0869565217391304
CCDC85A,0.0332097174045583,0.0869565217391304
CDKL1,0.0332097174045583,0.0869565217391304
CHRNA5,0.0120450111572249,0.0869565217391304
CHST8,0.0332097174045583,0.0869565217391304
CMKLR1,0.0022972104115412,0.0869565217391304
COL4A6,0.0120450111572249,0.0869565217391304
CPNE7,0.0022972104115412,0.0869565217391304
CTSG,0.0332097174045583,0.0869565217391304
CYB5A,0.0022972104115412,0.0869565217391304
CYTH4,0.0332097174045583,0.0869565217391304
FBP1,0.0022972104115412,0.0869565217391304
FFAR3,0.0120450111572249,0.0869565217391304
FGFBP2,0.0022972104115412,0.0869565217391304
GFOD2,8.97464767341173e-05,0.0869565217391304
GGA3,0.0332097174045583,0.0869565217391304
GLYATL2,0.0022972104115412,0.0869565217391304
GNAO1,0.0022972104115412,0.0869565217391304
GOT1L1,8.97464767341173e-05,0.0869565217391304
GRIPAP1,0.0120450111572249,0.0869565217391304
GSS,0.0120450111572249,0.0869565217391304
HIST1H3H,0.0332097174045583,0.0869565217391304
HPN,0.0332097174045583,0.0869565217391304
IFNLR1,0.0022972104115412,0.0869565217391304
ITPKA,0.0120450111572249,0.0869565217391304
KCNK15,0.0120450111572249,0.0869565217391304
KLHL38,0.0022972104115412,0.0869565217391304
KRT36,0.0332097174045583,0.0869565217391304
MAGOH,0.0022972104115412,0.0869565217391304
MANBA,0.0120450111572249,0.0869565217391304
MGAT3,0.0022972104115412,0.0869565217391304
MPZ,0.0120450111572249,0.0869565217391304
MSANTD2,8.97464767341173e-05,0.0869565217391304
MYCL,0.0120450111572249,0.0869565217391304
MYEF2,0.0332097174045583,0.0869565217391304
NAALAD2,0.0332097174045583,0.0869565217391304
OCIAD1,0.0120450111572249,0.0869565217391304
OR3A2,0.0022972104115412,0.0869565217391304
OR5D18,0.0332097174045583,0.0869565217391304
PAX7,0.0332097174045583,0.0869565217391304
PHLDA1,0.0120450111572249,0.0869565217391304
PSMC3,0.0332097174045583,0.0869565217391304
RBFOX1,0.0332097174045583,0.0869565217391304
RIPPLY3,0.0120450111572249,0.0869565217391304
RPLP0,8.97464767341173e-05,0.0869565217391304
SCARA3,0.0332097174045583,0.0869565217391304
SLC26A11,0.0120450111572249,0.0869565217391304
SNX2,0.0022972104115412,0.0869565217391304
ST6GAL1,0.0332097174045583,0.0869565217391304
STIP1,0.0120450111572249,0.0869565217391304
SULT1C4,0.0332097174045583,0.0869565217391304
SYT16,0.0332097174045583,0.0869565217391304
TBC1D17,0.0332097174045583,0.0869565217391304
TMCO4,0.0332097174045583,0.0869565217391304
TMEM151A,0.0332097174045583,0.0869565217391304
TMEM8A,0.0332097174045583,0.0869565217391304
TNFSF10,0.0120450111572249,0.0869565217391304
TRAV13-1,0.0022972104115412,0.0869565217391304
TRAV36DV7,0.0120450111572249,0.0869565217391304
TRIM11,0.0332097174045583,0.0869565217391304
TSHZ1,0.0332097174045583,0.0869565217391304
TTC21A,0.0332097174045583,0.0869565217391304
XXYLT1,0.0120450111572249,0.0869565217391304
ZC3H15,8.97464767341173e-05,0.0869565217391304
ZDHHC20,0.0022972104115412,0.0869565217391304
ZFYVE1,0.0022972104115412,0.0869565217391304
ZNF697,0.0022972104115412,0.0869565217391304
ZNF765,0.0120450111572249,0.0869565217391304
ARID1A,0.0228181867810991,0.0434782608695652
