Gene,p value Asian,mutation rates
HECTD4,3.430077903216e-05,0.333333333333333
KCNC4,1.22665568490044e-09,0.333333333333333
NRK,3.430077903216e-05,0.333333333333333
ADGB,0.0051175149048869,0.166666666666667
AKIP1,0.0051175149048869,0.166666666666667
ALDH4A1,0.0051175149048869,0.166666666666667
ALDH9A1,0.0051175149048869,0.166666666666667
ANKRD27,0.0051175149048869,0.166666666666667
AP1M2,0.0051175149048869,0.166666666666667
BMF,0.0051175149048869,0.166666666666667
BMS1P1,0.0051175149048869,0.166666666666667
BPIFB3,0.0051175149048869,0.166666666666667
C16orf91,0.0051175149048869,0.166666666666667
C2CD4D,0.0051175149048869,0.166666666666667
CDR2L,0.0051175149048869,0.166666666666667
CRELD2,0.0051175149048869,0.166666666666667
CSF1R,0.0051175149048869,0.166666666666667
CYP11B1,0.0051175149048869,0.166666666666667
DDX31,0.0051175149048869,0.166666666666667
DMRTA2,0.0051175149048869,0.166666666666667
ERCC6L2,0.0051175149048869,0.166666666666667
FAM135B,0.0051175149048869,0.166666666666667
FLNB,0.0051175149048869,0.166666666666667
FOXN3,0.0051175149048869,0.166666666666667
FRG2C,0.0051175149048869,0.166666666666667
FRMD5,0.0051175149048869,0.166666666666667
GALK1,0.0051175149048869,0.166666666666667
GEN1,0.0051175149048869,0.166666666666667
GNB2,0.0051175149048869,0.166666666666667
GNS,0.0051175149048869,0.166666666666667
GOLGA6L6,0.0051175149048869,0.166666666666667
GOLIM4,0.0051175149048869,0.166666666666667
GPR3,0.0051175149048869,0.166666666666667
GRPR,0.0051175149048869,0.166666666666667
HAPLN1,0.0051175149048869,0.166666666666667
HOGA1,0.0051175149048869,0.166666666666667
HOXB2,0.0051175149048869,0.166666666666667
HSPA2,0.0051175149048869,0.166666666666667
IGKV1-5,0.0051175149048869,0.166666666666667
IVNS1ABP,0.0051175149048869,0.166666666666667
KCNA6,0.0051175149048869,0.166666666666667
KCNE5,0.0051175149048869,0.166666666666667
KCNF1,0.0051175149048869,0.166666666666667
KIF4B,0.0051175149048869,0.166666666666667
KLHL9,0.0051175149048869,0.166666666666667
LIF,0.0051175149048869,0.166666666666667
LLGL1,0.0051175149048869,0.166666666666667
MAATS1,0.0051175149048869,0.166666666666667
MAN1A2,0.0051175149048869,0.166666666666667
MAP3K4,0.0051175149048869,0.166666666666667
MAP3K5,0.0051175149048869,0.166666666666667
MATN3,0.0051175149048869,0.166666666666667
MED24,0.0051175149048869,0.166666666666667
MORN5,0.0051175149048869,0.166666666666667
MROH5,0.0051175149048869,0.166666666666667
NAA15,0.0051175149048869,0.166666666666667
NDUFAF5,0.0051175149048869,0.166666666666667
NETO2,0.0051175149048869,0.166666666666667
P3H4,0.0051175149048869,0.166666666666667
PARVA,0.0051175149048869,0.166666666666667
PCDHGA5,0.0051175149048869,0.166666666666667
PCP4L1,0.0051175149048869,0.166666666666667
PDLIM5,0.0051175149048869,0.166666666666667
PGAM4,0.0051175149048869,0.166666666666667
PHACTR2,0.0051175149048869,0.166666666666667
PHLDA1,0.0051175149048869,0.166666666666667
PHTF2,0.0051175149048869,0.166666666666667
PIAS3,0.0051175149048869,0.166666666666667
PIK3R3,0.0051175149048869,0.166666666666667
PLCH1,0.0051175149048869,0.166666666666667
PPAP2B,0.0051175149048869,0.166666666666667
PPP2R3C,0.0051175149048869,0.166666666666667
PSG2,0.0051175149048869,0.166666666666667
PTPN5,0.0051175149048869,0.166666666666667
PUS7,0.0051175149048869,0.166666666666667
RALA,0.0051175149048869,0.166666666666667
RFFL,0.0051175149048869,0.166666666666667
RQCD1,0.0051175149048869,0.166666666666667
RUVBL2,0.0051175149048869,0.166666666666667
SBK1,0.0051175149048869,0.166666666666667
SEMA5B,0.0051175149048869,0.166666666666667
SGOL1,0.0051175149048869,0.166666666666667
SH2B3,0.0051175149048869,0.166666666666667
SIX1,0.0051175149048869,0.166666666666667
SLC22A24,0.0051175149048869,0.166666666666667
SLC26A1,0.0051175149048869,0.166666666666667
SLC35E2,0.0051175149048869,0.166666666666667
SLITRK2,0.0051175149048869,0.166666666666667
SMAD4,0.0051175149048869,0.166666666666667
ST8SIA3,0.0051175149048869,0.166666666666667
STAT5B,0.0051175149048869,0.166666666666667
SVIP,0.0051175149048869,0.166666666666667
TAS2R50,0.0051175149048869,0.166666666666667
TBC1D14,0.0051175149048869,0.166666666666667
TBX15,0.0051175149048869,0.166666666666667
TGM6,0.0051175149048869,0.166666666666667
THBS2,0.0051175149048869,0.166666666666667
TJAP1,0.0051175149048869,0.166666666666667
TLE6,0.0051175149048869,0.166666666666667
TMEM63B,0.0051175149048869,0.166666666666667
TNRC6B,0.0051175149048869,0.166666666666667
TRIML2,0.0051175149048869,0.166666666666667
TSACC,0.0051175149048869,0.166666666666667
TSG101,0.0051175149048869,0.166666666666667
TSN,0.0051175149048869,0.166666666666667
TTF1,0.0051175149048869,0.166666666666667
TTLL12,0.0051175149048869,0.166666666666667
UBA3,0.0051175149048869,0.166666666666667
USP47,0.0051175149048869,0.166666666666667
VARS,0.0051175149048869,0.166666666666667
VIPR1,0.0051175149048869,0.166666666666667
WNT2,0.0051175149048869,0.166666666666667
ZC3H7A,0.0051175149048869,0.166666666666667
ZDHHC14,0.0051175149048869,0.166666666666667
ZFR2,0.0051175149048869,0.166666666666667
ZNF112,0.0051175149048869,0.166666666666667
ZNF19,0.0051175149048869,0.166666666666667
ZNF195,0.0051175149048869,0.166666666666667
ZNF347,0.0051175149048869,0.166666666666667
ZNF735,0.0051175149048869,0.166666666666667
