Gene,p value Asian,mutation rates
FOXA1,0.038167251581018,0.25
SCN5A,8.291639837963661e-09,0.25
ACACA,2.78985523331838e-05,0.166666666666667
CUL3,0.000237708160161,0.166666666666667
FAM71B,2.78985523331838e-05,0.166666666666667
HECTD4,0.0062804514880851,0.166666666666667
MYCBP2,0.0028531184398056,0.166666666666667
MYO15A,0.0116705862218181,0.166666666666667
NUP107,8.15942632137083e-07,0.166666666666667
PTPRD,0.000237708160161,0.166666666666667
SHROOM4,2.78985523331838e-05,0.166666666666667
A1BG,0.0045051270580835,0.0833333333333333
ABHD14A,0.0045051270580835,0.0833333333333333
ADORA2A,0.0045051270580835,0.0833333333333333
ANXA2R,0.0045051270580835,0.0833333333333333
ARHGAP26,0.0045051270580835,0.0833333333333333
ARHGAP28,0.0045051270580835,0.0833333333333333
BCL2L13,0.0045051270580835,0.0833333333333333
BMP15,0.0045051270580835,0.0833333333333333
BMP3,0.0045051270580835,0.0833333333333333
C10orf128,0.0045051270580835,0.0833333333333333
C16orf58,0.0045051270580835,0.0833333333333333
CCDC155,0.0045051270580835,0.0833333333333333
CCDC92,0.0045051270580835,0.0833333333333333
CD40,0.0045051270580835,0.0833333333333333
CDK10,0.0045051270580835,0.0833333333333333
CDK14,0.0045051270580835,0.0833333333333333
CERS5,0.0045051270580835,0.0833333333333333
CNTN1,0.0045051270580835,0.0833333333333333
CNTNAP3,0.0045051270580835,0.0833333333333333
CSF2RA,0.0045051270580835,0.0833333333333333
DAK,0.0045051270580835,0.0833333333333333
DTX4,0.0045051270580835,0.0833333333333333
E2F8,0.0045051270580835,0.0833333333333333
EPB41L4B,0.0045051270580835,0.0833333333333333
FAM107A,0.0045051270580835,0.0833333333333333
FKBP5,0.0045051270580835,0.0833333333333333
FRMPD2,0.0045051270580835,0.0833333333333333
GMPR2,0.0045051270580835,0.0833333333333333
GOLGA3,0.0045051270580835,0.0833333333333333
GPC5,0.0045051270580835,0.0833333333333333
GPR132,0.0045051270580835,0.0833333333333333
GSTM3,0.0045051270580835,0.0833333333333333
GTF3C5,0.0045051270580835,0.0833333333333333
HAUS6,0.0045051270580835,0.0833333333333333
HDHD3,0.0045051270580835,0.0833333333333333
HOXD12,0.0045051270580835,0.0833333333333333
HS3ST6,0.0045051270580835,0.0833333333333333
HS6ST2,0.0045051270580835,0.0833333333333333
IARS2,0.0045051270580835,0.0833333333333333
IFT81,0.0045051270580835,0.0833333333333333
KLHL2P1,0.0045051270580835,0.0833333333333333
MACC1,0.0045051270580835,0.0833333333333333
MIA3,0.0045051270580835,0.0833333333333333
MIS12,0.0045051270580835,0.0833333333333333
MMP27,0.0045051270580835,0.0833333333333333
MSX2,0.0045051270580835,0.0833333333333333
MVK,0.0045051270580835,0.0833333333333333
NBPF9,0.0045051270580835,0.0833333333333333
NR4A1,0.0045051270580835,0.0833333333333333
OR10H2,0.0045051270580835,0.0833333333333333
OR10H5,0.0045051270580835,0.0833333333333333
OR11H1,0.0045051270580835,0.0833333333333333
OR5M1,0.0045051270580835,0.0833333333333333
P2RY8,0.0045051270580835,0.0833333333333333
PAX6,0.0045051270580835,0.0833333333333333
PCID2,0.0045051270580835,0.0833333333333333
PCMTD2,0.0045051270580835,0.0833333333333333
PDK4,0.0045051270580835,0.0833333333333333
PGA3,0.0045051270580835,0.0833333333333333
PLD5,0.0045051270580835,0.0833333333333333
PLIN4,0.0045051270580835,0.0833333333333333
PLLP,0.0045051270580835,0.0833333333333333
PRAMEF19,0.0045051270580835,0.0833333333333333
PRAMEF6,0.0045051270580835,0.0833333333333333
PSG1,0.0045051270580835,0.0833333333333333
RAD21,0.0045051270580835,0.0833333333333333
RAD52,0.0045051270580835,0.0833333333333333
RBBP5,0.0045051270580835,0.0833333333333333
RN7SL319P,0.0045051270580835,0.0833333333333333
RNU7-115P,0.0045051270580835,0.0833333333333333
RPH3A,0.0045051270580835,0.0833333333333333
SAMM50,0.0045051270580835,0.0833333333333333
SLFN11,0.0045051270580835,0.0833333333333333
SNRPC,0.0045051270580835,0.0833333333333333
SPAM1,0.0045051270580835,0.0833333333333333
SPOCK1,0.0045051270580835,0.0833333333333333
SRRM5,0.0045051270580835,0.0833333333333333
ST3GAL1,0.0045051270580835,0.0833333333333333
STMN2,0.0045051270580835,0.0833333333333333
SYNCRIP,0.0045051270580835,0.0833333333333333
TATDN3,0.0045051270580835,0.0833333333333333
TGDS,0.0045051270580835,0.0833333333333333
TMEM87B,0.0045051270580835,0.0833333333333333
TRO,0.0045051270580835,0.0833333333333333
TUSC1,0.0045051270580835,0.0833333333333333
TYRP1,0.0045051270580835,0.0833333333333333
XKR9,0.0045051270580835,0.0833333333333333
ZBTB2,0.0045051270580835,0.0833333333333333
ZKSCAN1,0.0045051270580835,0.0833333333333333
ZNF19,0.0045051270580835,0.0833333333333333
ZNF606,0.0045051270580835,0.0833333333333333
ZNF619,0.0045051270580835,0.0833333333333333
ZNF620,0.0045051270580835,0.0833333333333333
ZNF841,0.0045051270580835,0.0833333333333333
