"","Gene","p value"
"160","NPPA","NaN"
"161","NPPB","NaN"
"162","KIAA2013","NaN"
"163","PLOD1","NaN"
"164","MFN2","NaN"
"165","MIIP","NaN"
"166","TNFRSF8","NaN"
"167","TNFRSF1B","NaN"
"168","SNORA70","NaN"
"169","VPS13D","0.999999999999999"
"170","DHRS3","NaN"
"171","AADACL4","NaN"
"172","AADACL3","NaN"
"173","C1orf158","0.999999999999999"
"174","PRAMEF12","NaN"
"175","PRAMEF1","NaN"
"176","PRAMEF11","0.0390117673482103"
"177","HNRNPCL1","NaN"
"178","PRAMEF2","0.999999999999999"
"179","PRAMEF4","0.999999999999999"
"180","PRAMEF10","NaN"
"181","PRAMEF7","0.999999999999999"
"182","PRAMEF6","NaN"
"183","WI2-3308P17.2","NaN"
"184","PRAMEF5","NaN"
"185","PRAMEF8","0.999999999999999"
"186","RP11-219C24.6","0.999999999999999"
"187","PRAMEF18","NaN"
"188","PRAMEF15","0.999999999999999"
"189","PRAMEF14","NaN"
"190","PRAMEF19","NaN"
"191","PRAMEF17","0.999999999999999"
"192","PRAMEF20","0.999999999999999"
"193","LRRC38","NaN"
"194","PDPN","NaN"
"195","PRDM2","NaN"
"196","KAZN","0.999999999999999"
"197","TMEM51-AS1","NaN"
"198","TMEM51","NaN"
"199","FHAD1","0.999999999999999"
"200","EFHD2","NaN"
"201","CTRC","NaN"
"202","CELA2A","NaN"
"203","CELA2B","NaN"
"204","CASP9","NaN"
"205","DNAJC16","NaN"
"206","AGMAT","NaN"
"207","DDI2","NaN"
"208","RSC1A1","NaN"
"209","PLEKHM2","NaN"
"210","SLC25A34","NaN"
"211","TMEM82","NaN"
"212","FBLIM1","NaN"
"213","SPEN","NaN"
"214","ZBTB17","NaN"
"215","C1orf64","NaN"
"216","HSPB7","NaN"
"217","CLCNKA","NaN"
"218","CLCNKB","NaN"
"219","FAM131C","NaN"
"220","EPHA2","NaN"
"221","ARHGEF19","NaN"
"222","RSG1","NaN"
"223","FBXO42","0.999999999999999"
"224","SZRD1","NaN"
"225","SPATA21","NaN"
"226","NECAP2","NaN"
"227","CROCCP3","NaN"
"228","NBPF1","NaN"
"229","CROCCP2","0.999999999999999"
"230","MST1P2","0.999999999999999"
"231","ESPNP","0.999999999999999"
"232","CROCC","NaN"
"233","MST1L","NaN"
"234","RP11-108M9.4","NaN"
"235","MFAP2","NaN"
"236","ATP13A2","0.999999999999999"
"237","SDHB","NaN"
"238","PADI2","0.999999999999999"
"239","RP11-380J14.1","NaN"
"240","PADI1","NaN"
"241","PADI3","0.999999999999999"
"242","PADI4","0.999999999999999"
"243","PADI6","NaN"
"244","RCC2","NaN"
"245","ARHGEF10L","0.999999999999999"
"246","ACTL8","NaN"
"247","IGSF21","0.999999999999999"
"248","KLHDC7A","NaN"
"249","PAX7","0.999999999999999"
"250","TAS1R2","NaN"
"251","ALDH4A1","0.999999999999999"
"252","IFFO2","NaN"
"253","UBR4","0.999999999999999"
"254","EMC1","0.999999999999999"
"255","MRTO4","NaN"
"256","AKR7L","NaN"
"257","AKR7A3","NaN"
"258","AKR7A2","NaN"
"259","PQLC2","NaN"
"260","CAPZB","NaN"
"261","MINOS1","NaN"
"262","NBL1","NaN"
"263","HTR6","NaN"
"264","TMCO4","NaN"
"265","RNF186","NaN"
"266","OTUD3","NaN"
"267","PLA2G2E","NaN"
"268","PLA2G2A","NaN"
"269","PLA2G5","0.999999999999999"
"270","PLA2G2D","NaN"
"271","PLA2G2F","NaN"
"272","PLA2G2C","NaN"
"273","UBXN10","NaN"
"274","VWA5B1","0.999999999999999"
"275","CAMK2N1","NaN"
"276","MUL1","NaN"
"277","FAM43B","0.999999999999999"
"278","CDA","NaN"
"279","PINK1","NaN"
"280","DDOST","NaN"
"281","KIF17","NaN"
"282","SH2D5","NaN"
"283","HP1BP3","NaN"
"284","EIF4G3","0.999999999999999"
"285","ECE1","0.999999999999999"
"286","NBPF2P","NaN"
"287","NBPF3","NaN"
"288","ALPL","NaN"
"289","RAP1GAP","NaN"
"290","USP48","0.00220135167504557"
"291","LDLRAD2","0.999999999999999"
"292","HSPG2","0.999999999999999"
"293","CELA3B","NaN"
"294","CELA3A","NaN"
"295","LINC00339","NaN"
"296","CDC42","NaN"
"297","WNT4","0.999999999999999"
"298","ZBTB40","0.999999999999999"
"299","EPHA8","0.999999999999999"
"300","C1QA","0.999999999999999"
"301","C1QC","0.999999999999999"
"302","C1QB","NaN"
"303","EPHB2","NaN"
"304","C1orf234","NaN"
"305","KDM1A","NaN"
"306","LUZP1","NaN"
"307","HTR1D","NaN"
"308","HNRNPR","NaN"
"309","ZNF436","NaN"
"310","TCEA3","NaN"
"311","ASAP3","NaN"
"312","E2F2","NaN"
"313","ID3","NaN"
"314","MDS2","NaN"
"315","RPL11","NaN"
"316","TCEB3","NaN"
"317","PITHD1","NaN"
"318","LYPLA2","NaN"
"319","GALE","NaN"
"320","HMGCL","NaN"
"321","FUCA1","0.00220135167504557"
"322","CNR2","NaN"
"323","PNRC2","NaN"
"324","SRSF10","NaN"
"325","MYOM3","0.999999999999999"
"326","IL22RA1","NaN"
"327","IFNLR1","NaN"
"328","GRHL3","NaN"
"329","STPG1","NaN"
"330","NIPAL3","0.999999999999999"
"331","RCAN3","NaN"
"332","NCMAP","NaN"
"333","SRRM1","0.999999999999999"
"334","CLIC4","NaN"
"335","RUNX3","NaN"
"336","SYF2","NaN"
"337","RHD","NaN"
"338","TMEM50A","NaN"
"339","RHCE","NaN"
"340","TMEM57","NaN"
"341","LDLRAP1","NaN"
"342","MAN1C1","NaN"
"343","SEPN1","NaN"
"344","MTFR1L","NaN"
"345","AUNIP","NaN"
"346","PAQR7","NaN"
"347","STMN1","NaN"
"348","PAFAH2","NaN"
"349","EXTL1","NaN"
"350","SLC30A2","NaN"
"351","TRIM63","NaN"
"352","PDIK1L","NaN"
"353","FAM110D","0.999999999999999"
"354","ZNF593","NaN"
"355","CNKSR1","0.999999999999999"
"356","CATSPER4","NaN"
"357","RP11-231P20.2","NaN"
"358","CEP85","NaN"
"359","SH3BGRL3","NaN"
"360","UBXN11","NaN"
"361","CD52","NaN"
"362","AIM1L","NaN"
"363","ZNF683","NaN"
"364","LIN28A","NaN"
"365","DHDDS","NaN"
"366","HMGN2","NaN"
"367","RPS6KA1","NaN"
"368","ARID1A","0.999999999999999"
"369","PIGV","NaN"
"370","ZDHHC18","NaN"
"371","SFN","0.999999999999999"
"372","GPN2","NaN"
"373","GPATCH3","NaN"
"374","NUDC","NaN"
"375","NR0B2","NaN"
"376","TRNP1","NaN"
"377","FAM46B","NaN"
"378","SLC9A1","NaN"
"379","WDTC1","NaN"
"380","TMEM222","0.999999999999999"
"381","SYTL1","NaN"
"382","MAP3K6","NaN"
"383","FCN3","NaN"
"384","CD164L2","NaN"
"385","GPR3","NaN"
"386","WASF2","0.999999999999999"
"387","AHDC1","NaN"
"388","FGR","NaN"
"389","IFI6","0.999999999999999"
"390","FAM76A","NaN"
"391","STX12","NaN"
"392","PPP1R8","NaN"
"393","THEMIS2","NaN"
"394","RPA2","0.999999999999999"
"395","SMPDL3B","NaN"
"396","XKR8","NaN"
"397","EYA3","NaN"
"398","SPCS2P4","NaN"
"399","RP5-1053E7.3","NaN"
"400","PTAFR","NaN"
"401","DNAJC8","NaN"
"402","ATPIF1","NaN"
"403","SESN2","NaN"
"404","MED18","NaN"
"405","PHACTR4","NaN"
"406","RCC1","NaN"
"407","SNORA73B","NaN"
"408","TRNAU1AP","NaN"
"409","TAF12","NaN"
"410","RAB42","NaN"
"411","RNU11","NaN"
"412","GMEB1","0.999999999999999"
"413","YTHDF2","0.999999999999999"
"414","OPRD1","NaN"
"415","EPB41","0.999999999999999"
"416","TMEM200B","NaN"
"417","SRSF4","NaN"
"418","MECR","0.999999999999999"
"419","PTPRU","0.999999999999999"
"420","AC092265.1","NaN"
"421","MATN1","NaN"
"422","LAPTM5","NaN"
"423","SDC3","NaN"
"424","PUM1","0.999999999999999"
"425","NKAIN1","NaN"
"426","SNRNP40","NaN"
"427","ZCCHC17","0.999999999999999"
"428","FABP3","NaN"
"429","SERINC2","NaN"
"430","AC114494.1","NaN"
"431","TINAGL1","NaN"
"432","HCRTR1","NaN"
"433","PEF1","NaN"
"434","COL16A1","NaN"
"435","SPOCD1","NaN"
"436","PTP4A2","NaN"
"437","KHDRBS1","NaN"
"438","TMEM39B","NaN"
"439","KPNA6","NaN"
"440","TXLNA","NaN"
"441","CCDC28B","0.999999999999999"
"442","IQCC","NaN"
"443","DCDC2B","NaN"
"444","TMEM234","NaN"
"445","EIF3I","NaN"
"446","MTMR9LP","NaN"
"447","FAM167B","NaN"
"448","LCK","0.999999999999999"
"449","HDAC1","0.999999999999999"
"450","MARCKSL1","NaN"
"451","TSSK3","NaN"
"452","FAM229A","NaN"
"453","BSDC1","NaN"
"454","ZBTB8B","NaN"
"455","ZBTB8A","NaN"
"456","ZBTB8OS","NaN"
"457","RBBP4","NaN"
"458","SYNC","NaN"
"459","KIAA1522","0.999999999999999"
"460","YARS","NaN"
"461","S100PBP","NaN"
"462","FNDC5","NaN"
"463","HPCA","NaN"
"464","TMEM54","NaN"
"465","RNF19B","NaN"
"466","RP1-117O3.2","NaN"
"467","AK2","0.999999999999999"
"468","TRIM62","NaN"
"469","ZNF362","NaN"
"470","A3GALT2","NaN"
"471","PHC2","NaN"
"472","ZSCAN20","0.999999999999999"
"473","CSMD2","0.999999999999999"
"474","HMGB4","0.999999999999999"
"475","C1orf94","0.999999999999999"
"476","SMIM12","NaN"
"477","GJB5","NaN"
"478","GJB4","0.999999999999999"
"479","GJB3","0.999999999999999"
"480","GJA4","NaN"
"481","DLGAP3","0.999999999999999"
"482","RP11-244H3.1","NaN"
"483","ZMYM6","NaN"
"484","ZMYM6NB","NaN"
"485","ZMYM1","NaN"
"486","SFPQ","NaN"
"487","ZMYM4","NaN"
"488","KIAA0319L","NaN"
"489","NCDN","0.999999999999999"
"490","TFAP2E","NaN"
"491","PSMB2","NaN"
"492","C1orf216","NaN"
"493","CLSPN","NaN"
"494","AGO4","NaN"
"495","AGO1","NaN"
"496","AGO3","0.999999999999999"
"497","TEKT2","NaN"
"498","ADPRHL2","NaN"
"499","COL8A2","NaN"
"500","TRAPPC3","NaN"
"501","MAP7D1","NaN"
"502","THRAP3","NaN"
"503","SH3D21","NaN"
"504","EVA1B","NaN"
"505","STK40","NaN"
"506","LSM10","NaN"
"507","OSCP1","NaN"
"508","MRPS15","NaN"
"509","CSF3R","0.999999999999999"
"510","GRIK3","NaN"
"511","MIR4255","NaN"
"512","ZC3H12A","NaN"
"513","MEAF6","0.999999999999999"
"514","SNIP1","NaN"
"515","DNALI1","NaN"
"516","GNL2","NaN"
"517","RSPO1","0.999999999999999"
"518","C1orf109","NaN"
"519","CDCA8","NaN"
"520","EPHA10","0.999999999999999"
"521","MANEAL","0.999999999999999"
"522","YRDC","NaN"
"523","C1orf122","NaN"
"524","MTF1","NaN"
"525","INPP5B","0.999999999999999"
"526","SF3A3","NaN"
"527","FHL3","NaN"
"528","UTP11L","0.00220135167504557"
"529","POU3F1","NaN"
"530","RP11-334L9.1","NaN"
"531","RRAGC","0.999999999999999"
"532","MYCBP","NaN"
"533","GJA9","NaN"
"534","RHBDL2","NaN"
"535","AKIRIN1","NaN"
"536","NDUFS5","NaN"
"537","MACF1","1"
"538","BMP8A","0.999999999999999"
"539","PPIEL","NaN"
"540","PABPC4","NaN"
"541","HEYL","NaN"
"542","NT5C1A","NaN"
"543","HPCAL4","0.999999999999999"
"544","PPIE","NaN"
"545","BMP8B","0.999999999999999"
"546","OXCT2","NaN"
"547","TRIT1","NaN"
"548","MYCL","NaN"
"549","MFSD2A","NaN"
"550","CAP1","NaN"
"551","PPT1","NaN"
"552","RLF","NaN"
"553","TMCO2","NaN"
"554","ZMPSTE24","0.999999999999999"
"555","COL9A2","NaN"
"556","SMAP2","0.999999999999999"
"557","ZFP69B","NaN"
"558","ZFP69","NaN"
"559","EXO5","NaN"
"560","ZNF684","NaN"
"561","RIMS3","NaN"
"562","NFYC","NaN"
"563","KCNQ4","0.999999999999999"
"564","CITED4","NaN"
"565","CTPS1","NaN"
"566","SLFNL1","NaN"
"567","SCMH1","NaN"
"568","EDN2","NaN"
"569","HIVEP3","0.999999999999999"
"570","GUCA2B","NaN"
"571","GUCA2A","NaN"
"572","FOXJ3","0.999999999999999"
"573","RIMKLA","NaN"
"574","ZMYND12","NaN"
"575","PPCS","NaN"
"576","CCDC30","0.999999999999999"
"577","RP11-163G10.2","NaN"
"578","PPIH","NaN"
"579","YBX1","NaN"
"580","CLDN19","NaN"
"581","C1orf50","NaN"
"582","CCDC23","NaN"
"583","ERMAP","NaN"
"584","ZNF691","NaN"
"585","RP11-342M1.7","0.999999999999999"
"586","SLC2A1","NaN"
"587","FAM183A","NaN"
"588","EBNA1BP2","NaN"
"589","TMEM125","0.999999999999999"
"590","C1orf210","NaN"
"591","TIE1","0.999999999999999"
"592","MPL","0.999999999999999"
"593","CDC20","NaN"
"594","ELOVL1","NaN"
"595","MED8","NaN"
"596","SZT2","0.999999999999999"
"597","HYI","NaN"
"598","PTPRF","0.999999999999999"
"599","KDM4A","NaN"
"600","ST3GAL3","NaN"
"601","ARTN","NaN"
"602","IPO13","NaN"
"603","DPH2","NaN"
"604","ATP6V0B","NaN"
"605","B4GALT2","NaN"
"606","CCDC24","NaN"
"607","SLC6A9","NaN"
"608","RP5-1198O20.4","NaN"
"609","KLF17","NaN"
"610","DMAP1","NaN"
"611","ERI3","NaN"
"612","RNF220","NaN"
"613","TMEM53","NaN"
"614","C1orf228","NaN"
"615","KIF2C","0.999999999999999"
"616","RPS8","NaN"
"617","BEST4","NaN"
"618","PLK3","NaN"
"619","TCTEX1D4","0.999999999999999"
"620","BTBD19","NaN"
"621","PTCH2","NaN"
"622","EIF2B3","NaN"
"623","HECTD3","NaN"
"624","UROD","NaN"
"625","ZSWIM5","NaN"
"626","HPDL","NaN"
"627","MUTYH","NaN"
"628","TOE1","NaN"
"629","TESK2","NaN"
"630","CCDC163P","NaN"
"631","MMACHC","NaN"
"632","PRDX1","NaN"
"633","AKR1A1","NaN"
"634","NASP","NaN"
"635","CCDC17","0.999999999999999"
"636","GPBP1L1","NaN"
"637","TMEM69","NaN"
"638","IPP","NaN"
"639","MAST2","NaN"
"640","PIK3R3","NaN"
"641","TSPAN1","NaN"
"642","POMGNT1","NaN"
"643","LURAP1","NaN"
"644","RAD54L","NaN"
"645","LRRC41","0.999999999999999"
"646","UQCRH","NaN"
"647","NSUN4","NaN"
"648","FAAH","NaN"
"649","DMBX1","NaN"
"650","KNCN","NaN"
"651","MKNK1","NaN"
"652","MOB3C","NaN"
"653","ATPAF1","NaN"
"654","EFCAB14","NaN"
"655","TEX38","NaN"
"656","CYP4B1","NaN"
"657","CYP4Z2P","NaN"
"658","CYP4A11","NaN"
"659","CYP4X1","NaN"
"660","CYP4Z1","NaN"
"661","CYP4A22","0.999999999999999"
"662","PDZK1IP1","NaN"
"663","TAL1","NaN"
"664","STIL","0.999999999999999"
"665","CMPK1","NaN"
"666","FOXE3","NaN"
"667","FOXD2","0.999999999999999"
"668","TRABD2B","NaN"
"669","SLC5A9","0.999999999999999"
"670","SPATA6","NaN"
"671","AGBL4","NaN"
"672","BEND5","NaN"
"673","ELAVL4","0.999999999999999"
"674","RP11-183G22.1","NaN"
"675","DMRTA2","NaN"
"676","FAF1","NaN"
"677","CDKN2C","NaN"
"678","C1orf185","NaN"
"679","CFL1P2","NaN"
"680","RNF11","NaN"
"681","TTC39A","NaN"
"682","EPS15","NaN"
"683","OSBPL9","NaN"
"684","SNORA26","NaN"
"685","NRD1","0.999999999999999"
"686","RAB3B","NaN"
"687","TXNDC12","NaN"
"688","KTI12","NaN"
"689","BTF3L4","NaN"
"690","ZFYVE9","0.999999999999999"
"691","CC2D1B","NaN"
"692","ORC1","NaN"
"693","PRPF38A","0.999999999999999"
"694","ZCCHC11","0.999999999999999"
"695","GPX7","NaN"
"696","FAM159A","NaN"
"697","ZYG11B","NaN"
"698","ZYG11A","NaN"
"699","ECHDC2","NaN"
"700","SCP2","0.999999999999999"
"701","PODN","NaN"
"702","SLC1A7","NaN"
"703","CPT2","NaN"
"704","C1orf123","NaN"
"705","MAGOH","NaN"
"706","LRP8","NaN"
"707","SLC25A3P1","NaN"
"708","DMRTB1","0.999999999999999"
"709","GLIS1","NaN"
"710","NDC1","NaN"
"711","YIPF1","NaN"
"712","DIO1","NaN"
"713","HSPB11","NaN"
"714","LRRC42","NaN"
"715","LDLRAD1","NaN"
"716","TMEM59","NaN"
"717","TCEANC2","NaN"
"718","CDCP2","NaN"
"719","CYB5RL","NaN"
"720","MRPL37","NaN"
"721","SSBP3","NaN"
"722","ACOT11","NaN"
"723","FAM151A","NaN"
"724","MROH7","NaN"
"725","TTC4","0.999999999999999"
"726","PARS2","NaN"
"727","TTC22","NaN"
"728","C1orf177","0.999999999999999"
"729","DHCR24","0.999999999999999"
"730","TMEM61","NaN"
"731","BSND","NaN"
"732","PCSK9","NaN"
"733","USP24","0.999999999999999"
"734","RP11-466L17.1","NaN"
"735","PPAP2B","NaN"
"736","PRKAA2","NaN"
"737","C1orf168","NaN"
"738","C8A","NaN"
"739","C8B","0.999999999999999"
"740","DAB1","0.999999999999999"
"741","RP11-393I23.4","NaN"
"742","OMA1","NaN"
"743","TACSTD2","NaN"
"744","MYSM1","NaN"
"745","JUN","NaN"
"746","FGGY","0.999999999999999"
"747","HOOK1","0.999999999999999"
"748","CYP2J2","NaN"
"749","C1orf87","0.999999999999999"
"750","NFIA","0.999999999999999"
"751","TM2D1","NaN"
"752","INADL","NaN"
"753","L1TD1","0.999999999999999"
"754","KANK4","NaN"
"755","USP1","NaN"
"756","DOCK7","NaN"
"757","ANGPTL3","NaN"
"758","ATG4C","NaN"
"759","FOXD3","NaN"
"760","ALG6","NaN"
"761","ITGB3BP","NaN"
"762","EFCAB7","NaN"
"763","PGM1","NaN"
"764","ROR1","0.999999999999999"
"765","UBE2U","NaN"
"766","CACHD1","NaN"
"767","RAVER2","NaN"
"768","JAK1","0.999999999999999"
"769","MIR101-1","NaN"
"770","AK4","NaN"
"771","DNAJC6","0.999999999999999"
"772","LEPR","0.999999999999999"
"773","LEPROT","NaN"
"774","PDE4B","NaN"
"775","SGIP1","0.999999999999999"
"776","TCTEX1D1","NaN"
"777","INSL5","NaN"
"778","WDR78","0.999999999999999"
"779","MIER1","NaN"
"780","SLC35D1","NaN"
"781","C1orf141","NaN"
"782","IL23R","0.999999999999999"
"783","IL12RB2","NaN"
"784","SERBP1","NaN"
"785","GADD45A","NaN"
"786","GNG12","NaN"
"787","DIRAS3","NaN"
"788","WLS","NaN"
"789","RPE65","NaN"
"790","DEPDC1","NaN"
"791","LRRC7","0.999999999999999"
"792","LRRC40","NaN"
"793","SRSF11","0.999999999999999"
"794","ANKRD13C","NaN"
"795","HHLA3","NaN"
"796","CTH","NaN"
"797","PTGER3","0.999999999999999"
"798","ZRANB2","0.999999999999999"
"799","NEGR1","NaN"
"800","LRRIQ3","0.999999999999999"
"801","FPGT","NaN"
"802","FPGT-TNNI3K","NaN"
"803","TNNI3K","0.999999999999999"
"804","LRRC53","NaN"
"805","CRYZ","NaN"
"806","TYW3","NaN"
"807","LHX8","NaN"
"808","SLC44A5","0.999999999999999"
"809","RP4-595K12.2","NaN"
"810","ACADM","NaN"
"811","RABGGTB","NaN"
"812","MSH4","NaN"
"813","ASB17","0.999999999999999"
"814","ST6GALNAC3","0.999999999999999"
"815","TPI1P1","NaN"
"816","ST6GALNAC5","NaN"
"817","PIGK","NaN"
"818","AK5","0.999999999999999"
"819","ZZZ3","0.999999999999999"
"820","USP33","NaN"
"821","FAM73A","NaN"
"822","NEXN","NaN"
"823","FUBP1","0.999999999999999"
"824","DNAJB4","NaN"
"825","GIPC2","NaN"
"826","PTGFR","NaN"
"827","IFI44L","NaN"
"828","IFI44","0.999999999999999"
"829","PSAT1P3","NaN"
"830","ST13P20","NaN"
"831","RP11-413G15.1","NaN"
"832","TTLL7","NaN"
"833","PRKACB","0.999999999999999"
"834","SAMD13","NaN"
"835","UOX","NaN"
"836","DNASE2B","NaN"
"837","RPF1","NaN"
"838","GNG5","NaN"
"839","SPATA1","0.999999999999999"
"840","CTBS","0.999999999999999"
"841","SSX2IP","NaN"
"842","LPAR3","NaN"
"843","MCOLN2","NaN"
"844","WDR63","NaN"
"845","MCOLN3","NaN"
"846","SYDE2","NaN"
"847","C1orf52","NaN"
"848","BCL10","NaN"
"849","DDAH1","NaN"
"850","CYR61","NaN"
"851","ZNHIT6","NaN"
"852","COL24A1","NaN"
"853","ODF2L","0.999999999999999"
"854","CLCA2","NaN"
"855","CLCA1","NaN"
"856","CLCA4","NaN"
"857","RP4-651E10.4","NaN"
"858","SH3GLB1","NaN"
"859","SEP15","NaN"
"860","HS2ST1","NaN"
"861","RP5-1052I5.2","0.999999999999999"
"862","LMO4","NaN"
"863","PKN2","NaN"
"864","GTF2B","NaN"
"865","CCBL2","NaN"
"866","RBMXL1","NaN"
"867","GBP3","NaN"
"868","GBP1","NaN"
"869","GBP2","0.999999999999999"
"870","GBP7","NaN"
"871","GBP4","0.999999999999999"
"872","GBP5","NaN"
"873","GBP6","NaN"
"874","GBP1P1","NaN"
"875","LRRC8B","NaN"
"876","LRRC8C","NaN"
"877","LRRC8D","NaN"
"878","ZNF326","0.999999999999999"
"879","U3","NaN"
"880","BARHL2","NaN"
"881","ZNF644","NaN"
"882","HFM1","0.999999999999999"
"883","CDC7","0.999999999999999"
"884","HSP90B3P","NaN"
"885","TGFBR3","0.999999999999999"
"886","BRDT","0.999999999999999"
"887","EPHX4","NaN"
"888","BTBD8","0.999999999999999"
"889","KIAA1107","NaN"
"890","C1orf146","NaN"
"891","GLMN","0.999999999999999"
"892","RPAP2","0.999999999999999"
"893","GFI1","NaN"
"894","EVI5","NaN"
"895","RPL5","NaN"
"896","FAM69A","NaN"
"897","SNORA51","NaN"
"898","MTF2","NaN"
"899","TMED5","NaN"
"900","CCDC18","0.999999999999999"
"901","DR1","NaN"
"902","FNBP1L","NaN"
"903","BCAR3","NaN"
"904","DNTTIP2","NaN"
"905","GCLM","NaN"
"906","ABCA4","NaN"
"907","ARHGAP29","NaN"
"908","ABCD3","NaN"
"909","F3","NaN"
"910","SLC44A3","0.999999999999999"
"911","CNN3","NaN"
"912","ALG14","NaN"
"913","TMEM56","NaN"
"914","RWDD3","NaN"
"915","PTBP2","0.00220135167504557"
"916","DPYD","0.999999999999999"
"917","MIR137HG","NaN"
"918","SNX7","0.999999999999999"
"919","LPPR5","NaN"
"920","LPPR4","0.999999999999999"
"921","PALMD","NaN"
"922","FRRS1","NaN"
"923","AGL","0.999999999999999"
"924","SLC35A3","0.999999999999999"
"925","HIAT1","NaN"
"926","SASS6","0.999999999999999"
"927","TRMT13","0.999999999999999"
"928","LRRC39","NaN"
"929","DBT","NaN"
"930","RTCA","NaN"
"931","CDC14A","0.999999999999999"
"932","GPR88","NaN"
